DATE,VIX,SKEW,SPY,RUT
3/10/98,19.43,116.82,1064.25,456.820007
3/11/98,18.89,117.69,1068.47,463.720001
3/12/98,18.25,120.6,1069.92,461.119995
3/13/98,18.71,119.95,1068.61,464.619995
3/16/98,18.51,119.11,1079.27,467.119995
3/17/98,18.66,119.48,1080.45,467.769989
3/18/98,18.29,120.6,1085.52,468.779999
3/19/98,17.76,122.01,1089.74,471.75
3/20/98,18.69,122.07,1099.16,471.109985
3/23/98,19.98,122.29,1095.55,472.179993
3/24/98,20.51,122.05,1105.65,474.299988
3/25/98,22.54,120.62,1101.93,474.25
3/26/98,22.81,118.55,1100.8,473.959991
3/27/98,23.47,118.31,1095.44,476.25
3/30/98,24.66,119.53,1093.6,477.149994
3/31/98,24.22,119,1101.75,477.809998
4/1/98,23.37,120.35,1108.15,477.140015
4/2/98,21.98,119.17,1120.01,476.269989
4/3/98,21.82,120.17,1122.7,480.679993
4/6/98,22.47,116.87,1121.38,484.940002
4/7/98,23.66,117.99,1109.55,486.429993
4/8/98,23.17,119.16,1101.65,485.790009
4/9/98,21.51,119.31,1110.67,481.880005
4/13/98,22.77,118.83,1109.69,475.149994
4/14/98,21.61,119.06,1115.75,475.329987
4/15/98,20.89,119.8,1119.32,480.059998
4/16/98,22.06,118.29,1108.17,479.559998
4/17/98,20.76,120.13,1122.72,484.809998
4/20/98,20.39,119.5,1123.65,487.119995
4/21/98,19.91,118.78,1126.67,484.410004
4/22/98,19.44,120.3,1130.54,487.01001
4/23/98,20.6,118.74,1119.58,488.809998
4/24/98,21.97,118.14,1107.9,491.410004
4/27/98,26.09,120.66,1086.54,491.140015
4/28/98,24.17,117.99,1085.11,484.950012
4/29/98,22.78,117.53,1094.62,480.320007
4/30/98,21.18,119.4,1111.75,468.5
5/1/98,19.34,121.88,1121,472.540009
5/4/98,20.32,117.76,1122.07,476.980011
5/5/98,21.46,117.55,1115.5,482.890015
5/6/98,22.79,118.15,1104.92,484.940002
5/7/98,23.39,116.76,1095.14,485.459991
5/8/98,20.57,118.72,1108.14,481.73999
5/11/98,21.05,120.19,1106.64,479.380005
5/12/98,20.98,124.11,1115.79,475.959991
5/13/98,20.44,125.3,1118.86,479.51001
5/14/98,19.64,125.56,1117.37,476.899994
5/15/98,20.44,123.79,1108.73,476.130005
5/18/98,21.69,125.67,1105.82,477.480011
5/19/98,20.39,124.78,1109.52,475.549988
5/20/98,19.89,123.05,1119.06,472.440002
5/21/98,19.38,122.36,1114.64,467.609985
5/22/98,18.99,122.49,1110.47,470.859985
5/26/98,22.07,118.55,1094.02,468.540009
5/27/98,22.59,122.64,1092.23,467.190002
5/28/98,20.74,120.2,1097.6,462.98999
5/29/98,21.32,118.27,1090.82,455.079987
6/1/98,22.83,119.31,1090.98,450.26001
6/2/98,22,118.55,1093.22,455.799988
6/3/98,22.85,116.78,1082.73,456.619995
6/4/98,21.22,118.82,1094.83,451.170013
6/5/98,19.78,119.75,1113.86,449.700012
6/8/98,20.58,119.01,1115.72,449.160004
6/9/98,20.52,120.34,1118.41,451.73999
6/10/98,21.48,119.69,1112.28,454.23999
6/11/98,23.57,119.67,1094.58,456.339996
6/12/98,22.78,122.16,1098.84,456.73999
6/15/98,25.94,119.89,1077.01,451.079987
6/16/98,24.8,120.12,1087.59,444.350006
6/17/98,22.89,122.97,1107.11,441.589996
6/18/98,22.4,123.09,1106.37,433.859985
6/19/98,21.92,122.72,1100.65,438.369995
6/22/98,21.94,121.88,1103.21,444.079987
6/23/98,20.17,123.3,1119.49,439.790009
6/24/98,20.02,121.78,1132.88,438.420013
6/25/98,20.25,123.01,1129.28,441.649994
6/26/98,19.36,124.8,1133.2,447.420013
6/29/98,19.57,123.22,1138.49,451.399994
6/30/98,19.71,123,1133.84,450.160004
7/1/98,18,125.82,1148.56,450.269989
7/2/98,17.67,129.97,1146.42,453.829987
7/6/98,18.63,120.43,1157.33,457.390015
7/7/98,18.62,122.55,1154.66,459.850006
7/8/98,17.82,122.25,1166.38,458.309998
7/9/98,18.16,124,1158.56,459.970001
7/10/98,17.92,118.79,1164.33,459.040009
7/13/98,18.26,118.19,1165.19,459.970001
7/14/98,17.88,122.4,1177.58,460
7/15/98,17.89,122.88,1174.81,458.429993
7/16/98,16.97,117.8,1183.99,458.75
7/17/98,16.23,118.4,1186.75,459.429993
7/20/98,17.34,119.18,1184.1,461.970001
7/21/98,20.1,122.91,1165.07,463.640015
7/22/98,20.32,124.64,1164.08,462.359985
7/23/98,23.01,120.91,1139.75,461.920013
7/24/98,23.01,120.78,1140.8,456.140015
7/27/98,23.13,120.67,1147.27,450.929993
7/28/98,25.25,123.13,1130.24,442.329987
7/29/98,24.79,120.55,1125.21,438.579987
7/30/98,22.66,124.3,1142.95,433.160004
7/31/98,24.8,121.21,1120.67,427.540009
8/3/98,25.98,120.7,1112.44,426.190002
8/4/98,31.06,118.72,1072.12,429.5
8/5/98,29.83,121.17,1081.43,419.75
8/6/98,28.2,121.62,1089.63,413.359985
8/7/98,27.02,122.98,1089.45,401.630005
8/10/98,28.75,121.21,1083.14,398.690002
8/11/98,31.91,122.77,1068.98,406.619995
8/12/98,28.55,121.23,1084.22,415.799988
8/13/98,29.92,121.59,1074.91,411.640015
8/14/98,34.34,122.79,1062.75,400.609985
8/17/98,31.86,124.1,1083.67,408.549988
8/18/98,28.4,128.23,1101.2,403.829987
8/19/98,28.69,125.62,1098.06,402.790009
8/20/98,30,124.92,1091.6,403.959991
8/21/98,33.14,125.08,1081.24,411.299988
8/24/98,31.8,126.71,1088.14,405.839996
8/25/98,30.33,127.13,1092.85,401.730011
8/26/98,31.14,125.07,1084.19,395.640015
8/27/98,38.55,118.88,1042.59,393.700012
8/28/98,39.6,118.25,1027.14,389.769989
8/31/98,44.28,118.84,957.28,380.420013
9/1/98,36.48,124.33,994.26,366.100006
9/2/98,36.76,122.91,990.48,358.540009
9/3/98,41.43,122.73,982.26,337.950012
9/4/98,43.31,123.48,973.89,348.100006
9/8/98,37.9,127.2,1023.46,352.649994
9/9/98,39.66,126.65,1006.2,346.290009
9/10/98,45.29,122.06,980.19,347.070007
9/11/98,43.74,126.67,1009.06,361.929993
9/14/98,38.57,136.29,1029.72,352.690002
9/15/98,36.58,134.67,1037.68,344.970001
9/16/98,35.94,134.61,1045.48,353.619995
9/17/98,39.23,129.4,1018.87,357.720001
9/18/98,38.63,128.3,1020.09,357.730011
9/21/98,38.58,127.36,1023.89,359.850006
9/22/98,36.62,118.29,1029.63,355.290009
9/23/98,32.47,122.87,1066.09,363.26001
9/24/98,34.66,119.8,1042.72,362.640015
9/25/98,34.55,119.07,1044.75,368.23999
9/28/98,34.87,119.32,1048.69,376.01001
9/29/98,36.08,121.21,1049.02,370.25
9/30/98,40.95,117.57,1017.01,369.019989
10/1/98,43.48,114.54,986.39,368.01001
10/2/98,40.47,115.15,1002.6,365.799988
10/5/98,42.81,113.73,988.56,363.589996
10/6/98,41.2,113.08,984.59,350.040009
10/7/98,43.51,118.83,970.68,349.709991
10/8/98,45.74,118,959.44,336.799988
10/9/98,42.2,119.28,984.39,332.549988
10/12/98,40.07,130.47,997.71,322.230011
10/13/98,40.23,130.52,994.8,310.279999
10/14/98,38.96,133.27,1005.53,318.399994
10/15/98,33.34,136.01,1047.49,325.619995
10/16/98,34.82,146.22,1056.42,320.329987
10/19/98,33.13,120.47,1062.39,324.980011
10/20/98,33.11,120.46,1063.93,334.809998
10/21/98,33.21,122.12,1069.92,342.869995
10/22/98,31.53,123.47,1078.48,352.450012
10/23/98,32.27,122.48,1070.67,358.309998
10/26/98,32.38,124.87,1072.32,359.940002
10/27/98,32.95,124.29,1065.34,366.399994
10/28/98,32.42,125.33,1068.09,367.049988
10/29/98,29.5,130.29,1085.93,372.070007
10/30/98,28.05,129.98,1098.67,371.5
11/2/98,27.26,136.81,1111.6,371.01001
11/3/98,27.76,126.92,1110.84,374.480011
11/4/98,27.37,128.5,1118.67,378.160004
11/5/98,26.01,126.83,1133.85,386.820007
11/6/98,25.7,129.39,1141.01,387.559998
11/9/98,28.09,126.03,1130.2,392.959991
11/10/98,28.17,122.96,1128.26,396.790009
11/11/98,28.47,124.09,1120.97,400.320007
11/12/98,29.28,122.43,1117.69,398.429993
11/13/98,29.03,123.86,1125.72,396.859985
11/16/98,28.9,126.2,1135.87,393.480011
11/17/98,27.95,127.36,1139.32,392.200012
11/18/98,27.13,125.03,1144.48,389.359985
11/19/98,25.5,135.15,1152.61,390.420013
11/20/98,22.47,131.84,1163.55,389.429993
11/23/98,21.84,128.39,1188.21,392.119995
11/24/98,23.28,121.38,1182.99,394.369995
11/25/98,22.15,129.39,1186.87,394.290009
11/27/98,22.09,122.43,1192.33,398.149994
11/30/98,26.01,121.52,1163.63,396.600006
12/1/98,24.97,120.73,1175.28,399.320007
12/2/98,25.43,122.3,1171.25,402.089996
12/3/98,28.7,119.29,1150.14,397.75
12/4/98,25.31,120.79,1176.74,398.73999
12/7/98,24.9,120.58,1187.7,397.48999
12/8/98,25.58,120.16,1181.38,395
12/9/98,25.66,121.68,1183.49,398.369995
12/10/98,26.81,120.3,1165.02,401.170013
12/11/98,27.72,120.49,1166.46,401.480011
12/14/98,31.31,118.08,1141.2,401.959991
12/15/98,29.42,120.67,1162.83,396.5
12/16/98,29.96,119.38,1161.94,395.369995
12/17/98,27.96,121,1179.98,387.940002
12/18/98,25.04,123.33,1188.03,389.570007
12/21/98,23.86,127.73,1202.84,389.850006
12/22/98,22.78,128.7,1203.57,393.779999
12/23/98,20.21,123.93,1228.54,397.420013
12/24/98,21.48,120.65,1226.27,401.829987
12/28/98,23.5,125.02,1225.49,400.23999
12/29/98,22.18,121.9,1241.81,404.790009
12/30/98,23.34,119.78,1231.93,405.559998
12/31/98,24.42,124.46,1229.23,408.279999
1/4/99,26.17,118.28,1228.1,410.410004
1/5/99,24.46,118.93,1244.78,411.910004
1/6/99,23.34,116.55,1272.34,421.959991
1/7/99,24.37,119.22,1269.73,421.100006
1/8/99,23.28,121.02,1275.09,422.089996
1/11/99,25.46,120.21,1263.88,427.790009
1/12/99,28.1,119.5,1239.51,427.829987
1/13/99,30.11,117.61,1234.4,431.230011
1/14/99,32.98,115.83,1212.19,433.130005
1/15/99,29.24,120.43,1243.26,427.359985
1/19/99,29.24,119.22,1252,424.859985
1/20/99,28.6,120.19,1256.62,420.100006
1/21/99,30.92,117.62,1235.16,427.049988
1/22/99,31.95,119.32,1225.19,430.890015
1/25/99,31.13,118.62,1233.98,430.619995
1/26/99,29.23,120.02,1252.31,424.049988
1/27/99,29.73,116.25,1243.17,422.440002
1/28/99,28.11,118.46,1265.37,422.109985
1/29/99,26.25,119.23,1279.64,425.329987
2/1/99,27.67,118.75,1273,421.130005
2/2/99,28.16,117.37,1261.99,423.970001
2/3/99,27.88,116.1,1272.07,427.220001
2/4/99,29.48,115.25,1248.49,426.079987
2/5/99,29.67,115.51,1239.4,421.730011
2/8/99,30.27,114.6,1243.77,423.73999
2/9/99,31.36,113.35,1216.14,417.790009
2/10/99,30.45,114.91,1223.55,412.720001
2/11/99,27.42,117.63,1254.04,411.329987
2/12/99,29.76,116.29,1230.13,403.130005
2/16/99,29.65,115.45,1241.87,397.959991
2/17/99,30.65,114.55,1224.03,406.209991
2/18/99,30.45,115.15,1237.28,398.440002
2/19/99,29.3,115.4,1239.22,396.399994
2/22/99,25.87,117.06,1272.14,389.540009
2/23/99,26.49,117.11,1271.18,391.089996
2/24/99,27.21,116.15,1253.41,392.299988
2/25/99,28.01,115.63,1245.02,397.820007
2/26/99,27.88,114.88,1238.33,399.01001
3/1/99,28.37,115.38,1236.16,395.26001
3/2/99,29.22,114.48,1225.5,392.720001
3/3/99,29.04,114.61,1227.7,392.23999
3/4/99,26.67,115.29,1246.64,394.390015
3/5/99,24.08,115.83,1275.47,394.429993
3/8/99,24.54,116.42,1282.73,391.950012
3/9/99,25.02,115.53,1279.84,394.019989
3/10/99,24.79,115.43,1286.84,398.01001
3/11/99,24.37,114.49,1297.68,400.059998
3/12/99,24.84,113.95,1294.59,399.200012
3/15/99,25.24,115.48,1307.26,401.119995
3/16/99,25.15,114.52,1306.38,401.079987
3/17/99,25.57,114.63,1297.82,398.380005
3/18/99,24.13,114.47,1316.55,400.839996
3/19/99,24.32,114.97,1299.29,399.170013
3/22/99,25,114.42,1297.01,398.429993
3/23/99,27.27,112.59,1262.14,399.549988
3/24/99,26.6,112.76,1268.59,396.579987
3/25/99,24.33,114.77,1289.99,393.200012
3/26/99,24.04,114.72,1282.8,383.369995
3/29/99,23.54,114.73,1310.17,384.399994
3/30/99,22.73,115.24,1300.75,392.98999
3/31/99,23.26,114.02,1286.37,393.920013
4/1/99,22.06,112.35,1293.72,399.76001
4/5/99,22.19,114.75,1321.12,398.779999
4/6/99,22.65,114.6,1317.89,397.630005
4/7/99,22.81,113.77,1326.89,398.73999
4/8/99,22.59,113.19,1343.98,403.519989
4/9/99,21.77,115.9,1348.35,401.079987
4/12/99,21.93,112.86,1358.63,397.769989
4/13/99,22.73,112.52,1349.82,399.890015
4/14/99,24.94,112.54,1328.44,405.859985
4/15/99,23.93,113.07,1322.85,412.320007
4/16/99,23.9,113.86,1319,417.23999
4/19/99,26.42,113.2,1289.48,417.390015
4/20/99,25.02,112.84,1306.17,417.769989
4/21/99,23.31,114.99,1336.12,421.579987
4/22/99,22.62,115.38,1358.82,412.410004
4/23/99,22.76,115.84,1356.85,415.339996
4/26/99,23.53,115.61,1360.04,426.570007
4/27/99,23.36,116.82,1362.8,428.850006
4/28/99,24.4,116.01,1350.91,431.730011
4/29/99,25.06,115.57,1342.83,434.970001
4/30/99,25.07,116.25,1335.18,435.160004
5/3/99,24.15,116.6,1354.63,433.529999
5/4/99,25.62,116.6,1332,432.850006
5/5/99,25.19,117.53,1347.31,432.809998
5/6/99,27.44,116.86,1332.05,433.279999
5/7/99,25.36,116.9,1345,432.589996
5/10/99,26.62,116.57,1340.3,434.269989
5/11/99,25.62,116.76,1355.61,433.380005
5/12/99,26.13,117.12,1364,436.109985
5/13/99,25.02,117.69,1367.56,441.850006
5/14/99,26.86,116.77,1337.8,446.809998
5/17/99,27.28,115.62,1339.49,449.26001
5/18/99,27.26,118.43,1333.32,450.839996
5/19/99,25.08,117.95,1344.23,443.130005
5/20/99,24.46,118.86,1338.83,441.350006
5/21/99,24.4,118.43,1330.29,442.450012
5/24/99,27.62,116.94,1306.65,446.140015
5/25/99,28.9,117.55,1284.4,448.019989
5/26/99,27.57,118.25,1304.76,449.140015
5/27/99,28.12,117.39,1281.41,440.390015
5/28/99,25.39,117.98,1301.84,434.450012
6/1/99,26.62,114.57,1294.26,435.410004
6/2/99,26.21,116.33,1294.81,432.920013
6/3/99,26.2,116.06,1299.54,438.679993
6/4/99,23.43,116.26,1327.75,437.459991
6/7/99,23.78,116.85,1334.52,436.73999
6/8/99,24.02,116.93,1317.33,435.980011
6/9/99,23.9,116.61,1318.64,443.399994
6/10/99,25.32,115.47,1302.82,446.890015
6/11/99,25.9,115.45,1293.64,443.76001
6/14/99,26.51,114.59,1294,445.190002
6/15/99,25.91,116.26,1301.16,442.269989
6/16/99,22.4,117.25,1330.41,438.01001
6/17/99,21.95,118.41,1339.9,431.529999
6/18/99,21.75,119.47,1342.84,434.01001
6/21/99,21.81,119.09,1349,441.200012
6/22/99,21.7,118.74,1335.88,443.380005
6/23/99,21.32,119.44,1333.06,445.049988
6/24/99,23.06,118.36,1315.78,449.440002
6/25/99,21.76,118.48,1315.31,447.329987
6/28/99,22.63,119.04,1331.35,447.040009
6/29/99,22.51,118.08,1351.45,443.160004
6/30/99,21.09,120.12,1372.71,443.109985
7/1/99,19.69,120.8,1380.96,448.609985
7/2/99,18.66,120.44,1391.22,454.079987
7/6/99,20.73,119.27,1388.12,457.679993
7/7/99,20.35,120.46,1395.86,454.420013
7/8/99,20.24,119.08,1394.42,456.51001
7/9/99,17.96,119.14,1403.28,456.549988
7/12/99,19.73,122.1,1399.1,452.690002
7/13/99,19.95,119.39,1393.56,454.75
7/14/99,19.71,118.45,1398.17,457.980011
7/15/99,18.68,119.9,1409.62,459.299988
7/16/99,17.42,122.2,1418.78,458.109985
7/19/99,19.07,122.4,1407.65,461.459991
7/20/99,21.79,121.13,1377.1,465.799988
7/21/99,21.46,119.48,1379.29,465.26001
7/22/99,23.05,119.29,1360.97,461.369995
7/23/99,23.32,118.85,1356.94,453.549988
7/26/99,24.98,118.23,1347.76,454.630005
7/27/99,23.23,115.04,1362.84,451.48999
7/28/99,22.85,117.85,1365.4,448.380005
7/29/99,24.52,119.6,1341.03,442.880005
7/30/99,24.64,119.28,1328.72,446.480011
8/2/99,25.59,120.09,1328.05,446.609985
8/3/99,26.27,120.01,1322.18,441.579987
8/4/99,27.4,118.57,1305.33,444.769989
8/5/99,27.01,119.83,1313.71,442.630005
8/6/99,26.6,121.41,1300.29,436.279999
8/9/99,27.66,119.54,1297.8,429.700012
8/10/99,28.45,118.59,1281.43,429.75
8/11/99,25.39,120.69,1301.93,428.040009
8/12/99,25.03,121.69,1298.16,425.890015
8/13/99,22.31,128.4,1327.68,422.820007
8/16/99,23.07,122.16,1330.77,428.190002
8/17/99,21.67,122.69,1344.16,428.820007
8/18/99,23.3,119.82,1332.84,434.049988
8/19/99,24.39,119.74,1323.59,433.820007
8/20/99,22.95,122.98,1336.61,436
8/23/99,22.55,117.83,1360.22,433.100006
8/24/99,22.4,119.02,1363.5,432.769989
8/25/99,20.96,119.02,1381.79,434.380005
8/26/99,21.21,118.6,1362.01,437.25
8/27/99,21.83,118.25,1348.27,437.119995
8/30/99,24.63,116.65,1324.02,437.73999
8/31/99,24.45,117.64,1320.41,436.019989
9/1/99,22.93,117.48,1331.07,432.450012
9/2/99,24.53,119.28,1319.11,427.359985
9/3/99,20.98,122.87,1357.24,427.829987
9/7/99,23.44,120.73,1350.45,430.98999
9/8/99,23.82,119.32,1344.15,427.420013
9/9/99,23.01,119.61,1347.66,435.970001
9/10/99,22.03,119.94,1351.66,438.23999
9/13/99,22.89,118.73,1344.13,435.899994
9/14/99,23.77,117.66,1336.29,437.769989
9/15/99,24.56,118.23,1317.97,441.190002
9/16/99,25.25,119.68,1318.48,439.649994
9/17/99,23.3,119.11,1335.42,438.23999
9/20/99,24.03,118.33,1335.53,436.329987
9/21/99,25.65,117.58,1307.58,430.25
9/22/99,25.19,118.2,1310.51,434.450012
9/23/99,27.84,116,1280.41,433.200012
9/24/99,27.79,115.64,1277.36,426.5
9/27/99,26.4,117.29,1283.31,427.529999
9/28/99,26.06,116.76,1282.2,420.209991
9/29/99,26.49,116.71,1268.37,417.089996
9/30/99,25.41,115.85,1282.71,421.859985
10/1/99,24.93,117.07,1282.81,418.48999
10/4/99,24.46,117.24,1304.6,421.519989
10/5/99,24.79,117.11,1301.35,427.299988
10/6/99,22.06,118.34,1325.4,423.529999
10/7/99,23.58,120.36,1317.64,426.609985
10/8/99,20.49,120.91,1336.02,426.01001
10/11/99,20.63,118.38,1335.21,429.76001
10/12/99,22.84,120.22,1313.04,428.109985
10/13/99,25.96,115.66,1285.55,427.709991
10/14/99,26.05,116.53,1283.42,430.190002
10/15/99,28.75,116.14,1247.41,424.679993
10/18/99,28.19,115.77,1254.13,419.320007
10/19/99,26.56,116.9,1261.32,419.309998
10/20/99,23.9,118.59,1289.43,414.700012
10/21/99,24.02,120.31,1283.61,408.899994
10/22/99,21.64,120.85,1301.65,410.929993
10/25/99,23.6,119.94,1293.63,413.940002
10/26/99,24.26,118.12,1281.91,414.269989
10/27/99,24.2,119.15,1296.71,418.690002
10/28/99,21.34,121.82,1342.44,417.76001
10/29/99,22.2,124.08,1362.93,415.790009
11/1/99,22.09,123.7,1354.12,416.76001
11/2/99,23.1,121.99,1347.74,422.809998
11/3/99,23.16,122.32,1354.93,428.640015
11/4/99,23,122.22,1362.64,431.820007
11/5/99,21.66,127.06,1370.23,432.390015
11/8/99,21.87,122.3,1377.01,438.459991
11/9/99,22.7,122.06,1365.28,439.899994
11/10/99,22.26,122.14,1373.46,442.410004
11/11/99,22.07,120.68,1381.46,445.070007
11/12/99,21.65,126.04,1396.06,446.279999
11/15/99,22.74,124.33,1394.39,448.720001
11/16/99,20.73,125.23,1420.07,447.48999
11/17/99,20.96,124.14,1410.71,449.690002
11/18/99,19.76,125.33,1424.94,452.970001
11/19/99,19.11,127.96,1422,456.880005
11/22/99,19.98,123.93,1420.94,457.070007
11/23/99,21,121.3,1404.64,462.040009
11/24/99,20.26,121.18,1417.08,461.269989
11/26/99,22.33,121.65,1416.62,460.769989
11/29/99,23.57,120.37,1407.83,454.450012
11/30/99,24.18,118.96,1388.91,455.929993
12/1/99,22.23,119.07,1397.72,458.940002
12/2/99,21.77,117.33,1409.04,456.950012
12/3/99,19.32,115.47,1433.3,454.079987
12/6/99,20.58,117.36,1423.33,453.670013
12/7/99,21.09,116.53,1409.17,460.440002
12/8/99,21.25,115.2,1403.88,464.579987
12/9/99,21.19,114.42,1408.11,465.75
12/10/99,21.48,114.16,1417.04,465.700012
12/13/99,21.72,117.95,1415.22,468.839996
12/14/99,23.06,117.5,1403.17,464.880005
12/15/99,22.03,116.92,1413.33,466.700012
12/16/99,21.91,117.07,1418.78,470.380005
12/17/99,21.35,118.07,1421.03,462.73999
12/20/99,23.78,116.62,1418.09,461.320007
12/21/99,22.66,118.55,1433.43,465.26001
12/22/99,22.43,117.74,1436.13,466.209991
12/23/99,21.12,120.72,1458.34,467.190002
12/27/99,23.07,117.83,1457.1,475.790009
12/28/99,22.97,119.14,1457.66,477.940002
12/29/99,23.09,119.45,1463.46,482.429993
12/30/99,24.76,120.25,1464.47,484.459991
12/31/99,24.64,119.17,1469.25,488.480011
1/3/00,24.21,117.84,1455.22,497.019989
1/4/00,27.01,114.22,1399.42,496.589996
1/5/00,26.41,114.82,1402.11,504.76001
1/6/00,25.73,114.87,1403.45,497.049988
1/7/00,21.72,117.35,1441.47,478.380005
1/10/00,21.71,115.73,1457.6,478.829987
1/11/00,22.5,114.98,1438.56,475.339996
1/12/00,22.84,114.14,1432.25,488.309998
1/13/00,21.71,115.18,1449.68,501.890015
1/14/00,19.66,116.56,1465.15,492.609985
1/18/00,21.5,114.38,1455.14,490.040009
1/19/00,21.72,115.5,1455.9,501.190002
1/20/00,21.75,114.8,1445.57,507.559998
1/21/00,20.82,116.13,1441.36,513.460022
1/24/00,24.07,114.36,1401.53,520.02002
1/25/00,23.02,116.07,1410.03,527.280029
1/26/00,23.03,115.25,1404.09,533.940002
1/27/00,23.54,115.89,1398.56,522.960022
1/28/00,26.14,113.49,1360.16,521.590027
1/31/00,24.95,114.14,1394.46,521.039978
2/1/00,23.45,114.12,1409.28,517.02002
2/2/00,23.12,114.62,1409.12,504.619995
2/3/00,22.01,115.32,1424.97,496.230011
2/4/00,21.54,115.89,1424.37,503.75
2/7/00,22.79,116.3,1424.24,509.890015
2/8/00,21.25,117.35,1441.72,521.630005
2/9/00,22.9,115.34,1411.71,525.52002
2/10/00,23.07,115.02,1416.83,532.390015
2/11/00,24.42,114.93,1387.12,537.51001
2/14/00,24.38,113.09,1389.94,536.01001
2/15/00,22.92,116.07,1402.05,542.210022
2/16/00,23.51,114.4,1387.67,537.099976
2/17/00,23.17,114.76,1388.26,539.97998
2/18/00,26,114.07,1346.09,540.23999
2/22/00,25.86,112.47,1352.17,547.76001
2/23/00,23.89,113.32,1360.69,558.419983
2/24/00,24.38,111.5,1353.43,545.679993
2/25/00,25.2,109.52,1333.36,540.950012
2/28/00,24.68,111.32,1348.05,549.909973
2/29/00,23.37,111.42,1366.42,554.039978
3/1/00,21.64,113.15,1379.19,556.73999
3/2/00,21.06,111.52,1381.76,557.679993
3/3/00,19.21,112.22,1409.17,577.710022
3/6/00,21.5,111.59,1391.28,588.349976
3/7/00,24.31,110.37,1355.62,583.909973
3/8/00,23.82,111.02,1366.7,598.190002
3/9/00,22.21,113.26,1401.69,601.619995
3/10/00,21.24,113.36,1395.07,595.469971
3/13/00,22.85,114.93,1383.62,594.73999
3/14/00,24.41,113.41,1359.15,606.109985
3/15/00,22.34,114.16,1392.14,603.809998
3/16/00,20.77,114.86,1458.47,590.140015
3/17/00,22.37,115.13,1464.47,572.98999
3/20/00,22.96,114.34,1456.63,558.880005
3/21/00,21.7,113.79,1493.87,574.23999
3/22/00,21.49,113.71,1500.64,574.789978
3/23/00,22.26,114.24,1527.35,549.200012
3/24/00,23.31,113.47,1527.46,552.789978
3/27/00,24.53,112.75,1523.86,571.190002
3/28/00,24.86,113.33,1507.73,573.789978
3/29/00,24.1,113.96,1508.52,574.01001
3/30/00,25.47,112.54,1487.92,573.650024
3/31/00,24.11,113.35,1498.58,559.039978
4/3/00,24.03,113.23,1505.97,543
4/4/00,27.12,112.55,1494.73,531.570007
4/5/00,28.41,111.54,1487.37,539.02002
4/6/00,27.15,113.11,1501.34,516.01001
4/7/00,24.39,113.41,1516.35,506.119995
4/10/00,25.99,111.93,1504.46,517.98999
4/11/00,27.25,112.51,1500.59,532.5
4/12/00,28.98,111.21,1467.17,542.98999
4/13/00,29.4,110.72,1440.51,518.659973
4/14/00,33.49,107.79,1356.56,510.140015
4/17/00,28.95,109.52,1401.44,493.440002
4/18/00,26.12,112.79,1441.61,489.230011
4/19/00,27.02,113.52,1427.47,453.670013
4/20/00,25.85,114.24,1434.54,459.26001
4/24/00,27.37,114.9,1429.86,486.089996
4/25/00,25.24,115.89,1477.44,486.230011
4/26/00,26.97,115.43,1460.99,481.839996
4/27/00,26.19,115.91,1464.92,468.540009
4/28/00,26.2,115.35,1452.43,489.019989
5/1/00,25.88,116.22,1468.25,484.23999
5/2/00,28.5,114.73,1446.29,494.559998
5/3/00,31.63,114.34,1415.1,506.25
5/4/00,30.77,114.13,1409.57,518.929993
5/5/00,27.53,114.82,1432.63,505.350006
5/8/00,28.2,114.73,1424.17,495.589996
5/9/00,28.93,113.7,1412.14,501.910004
5/10/00,29.87,112.91,1383.05,512.840027
5/11/00,27.76,115.02,1407.81,500.079987
5/12/00,26.05,114.58,1420.96,490.859985
5/15/00,24.86,115.11,1452.36,474.279999
5/16/00,24.34,113.51,1466.04,489.390015
5/17/00,23.98,113.93,1447.8,490.940002
5/18/00,23.96,113.18,1437.21,497.809998
5/19/00,25.44,112.39,1406.95,505.980011
5/22/00,26,112.21,1400.72,499.660004
5/23/00,25.87,111.23,1373.86,490.950012
5/24/00,24.32,110.48,1399.05,479.700012
5/25/00,24.58,110.95,1381.52,471.670013
5/26/00,24.47,110.52,1378.02,459.01001
5/30/00,23.62,109.94,1422.45,461.73999
5/31/00,23.65,108.64,1420.6,456.170013
6/1/00,22.36,109.02,1448.81,457.369995
6/2/00,21.48,110.3,1477.26,476.720001
6/5/00,22.71,109.66,1467.63,476.179993
6/6/00,23.05,109.78,1457.84,492.470001
6/7/00,22.48,109.95,1471.36,513.030029
6/8/00,22.77,110.05,1461.67,513.299988
6/9/00,22.14,109.67,1456.95,511.649994
6/12/00,22.32,112.41,1446,516.419983
6/13/00,21.67,111.96,1469.44,514.539978
6/14/00,21.48,113.1,1470.54,523.070007
6/15/00,20.68,113.3,1478.73,508.51001
6/16/00,20.5,114.52,1464.46,513.75
6/19/00,20.63,111.56,1486,509.670013
6/20/00,20.88,112.34,1475.95,512.25
6/21/00,20.61,110.87,1479.13,513.73999
6/22/00,22,111.62,1452.18,522.77002
6/23/00,22.34,110.92,1441.48,525.690002
6/26/00,22.45,109.16,1455.31,527.609985
6/27/00,21.8,110.62,1450.55,515.01001
6/28/00,20.29,109.83,1454.82,510.410004
6/29/00,19.7,111.49,1442.39,516.359985
6/30/00,19.54,109.92,1454.6,508.079987
7/3/00,19.83,107.35,1469.54,520.98999
